	ECAH1	ECAH2	ECAH3	ECAH4	ECAH5	ECAH6	ECG1	ECG2	ECG3	ECG4	ECG5	ECG6	ORAPG1	ORAPG2	ORAPG3	ORAPG4	ORAPG5	ORAPG6
Pocillopora_acuta_HIv2___RNAseq.1966_t	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.19711_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.1975_t	5	3	3	3	0	5	10	7	6	7	9	1	2	8	7	0	5	4
Pocillopora_acuta_HIv2___RNAseq.19859_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.19864_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.19893_t	98	68	51	49	33	40	37	87	86	23	22	24	39	71	73	5	5	8
Pocillopora_acuta_HIv2___RNAseq.19904_t	30	16	23	17	11	19	12	10	9	6	6	4	14	8	15	9	5	1
Pocillopora_acuta_HIv2___RNAseq.199_t	22	14	20	31	14	13	27	29	19	11	12	10	10	12	18	9	8	10
Pocillopora_acuta_HIv2___RNAseq.20026_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.20038_t	2	2	3	5	1	1	0	0	0	0	1	1	2	1	1	3	1	4
Pocillopora_acuta_HIv2___RNAseq.20079_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.20164_t	2	2	2	0	0	0	0	2	0	2	2	1	3	0	2	4	4	4
Pocillopora_acuta_HIv2___RNAseq.20199_t	43	33	37	29	38	42	19	24	20	19	14	10	20	22	21	21	28	7
Pocillopora_acuta_HIv2___RNAseq.20239_t	3	1	1	2	1	2	3	1	2	0	0	0	1	2	0	4	2	2
Pocillopora_acuta_HIv2___RNAseq.20265_t	1	2	2	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.20293_t	0	1	1	1	1	0	6	0	3	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.20294_t	2	3	3	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0
Pocillopora_acuta_HIv2___RNAseq.20322_t	12	13	8	19	10	5	10	8	16	2	4	4	4	9	7	3	2	0
Pocillopora_acuta_HIv2___RNAseq.20324_t	20	16	20	28	17	22	26	23	17	23	16	8	26	20	22	29	38	18
Pocillopora_acuta_HIv2___RNAseq.2046_t	6	4	4	11	6	4	2	5	3	6	9	9	6	7	5	3	4	0
Pocillopora_acuta_HIv2___RNAseq.2047_t	16	12	10	15	4	19	6	6	7	19	10	7	11	6	11	2	4	0
Pocillopora_acuta_HIv2___RNAseq.20490_t	55	52	54	37	37	51	41	49	46	52	55	49	33	36	24	10	26	5
Pocillopora_acuta_HIv2___RNAseq.20525_t	98	147	81	48	36	46	61	69	81	19	25	18	50	56	65	30	43	27
Pocillopora_acuta_HIv2___RNAseq.20573_t	15	15	20	4	7	14	19	13	19	5	7	8	9	12	7	31	15	11
Pocillopora_acuta_HIv2___RNAseq.20623_t	8	6	3	7	4	8	2	1	3	2	5	2	7	7	4	4	3	7
Pocillopora_acuta_HIv2___RNAseq.20654_t	32	32	27	26	23	15	5	12	12	5	4	10	5	6	3	12	5	1
Pocillopora_acuta_HIv2___RNAseq.20675_t	4	1	3	2	3	2	9	5	1	4	1	3	0	2	6	0	1	0
Pocillopora_acuta_HIv2___RNAseq.2070_t	9	2	5	0	0	0	2	3	0	0	0	0	0	2	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.20818_t	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.20880_t	106	73	66	143	60	55	79	79	105	39	62	35	47	72	80	66	55	29
Pocillopora_acuta_HIv2___RNAseq.20930_t	13	5	2	7	8	7	6	5	2	5	7	6	7	6	7	4	8	9
Pocillopora_acuta_HIv2___RNAseq.20932_t	10	3	2	17	9	9	9	10	8	9	9	7	5	7	5	11	13	10
Pocillopora_acuta_HIv2___RNAseq.20935_t	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.20962_t	0	0	0	0	0	0	3	0	2	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.20975_t	206	167	166	274	173	210	165	155	162	178	161	162	104	142	144	118	155	78
Pocillopora_acuta_HIv2___RNAseq.20978_t	30	30	34	27	16	12	10	7	10	2	8	6	7	13	14	9	4	6
Pocillopora_acuta_HIv2___RNAseq.20979_t	3	3	2	5	3	3	2	4	2	3	3	4	1	2	1	1	1	2
Pocillopora_acuta_HIv2___RNAseq.20998_t	10	5	7	6	10	9	3	5	13	1	1	0	2	2	1	1	0	0
Pocillopora_acuta_HIv2___RNAseq.21009_t	1	1	0	0	0	1	6	2	4	1	1	2	2	9	9	4	19	2
Pocillopora_acuta_HIv2___RNAseq.21012_t	1	0	0	1	0	0	2	1	2	1	0	0	0	0	1	8	19	0
Pocillopora_acuta_HIv2___RNAseq.21015_t	3	2	1	1	1	0	3	3	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.21016_t	4	2	2	4	4	2	4	2	3	2	3	3	4	2	1	5	8	2
Pocillopora_acuta_HIv2___RNAseq.2101_t	0	0	0	0	0	0	4	1	1	1	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.21073_t	38	30	34	26	25	30	28	27	18	17	17	14	15	9	17	8	20	13
Pocillopora_acuta_HIv2___RNAseq.21085_t	55	26	46	64	51	54	55	34	32	13	28	18	21	31	33	24	15	16
Pocillopora_acuta_HIv2___RNAseq.21088_t	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.21139_t	5	2	6	9	6	7	7	4	2	1	4	2	4	3	2	9	4	2
Pocillopora_acuta_HIv2___RNAseq.21164_t	0	0	0	0	0	0	1	2	0	2	0	0	0	1	3	0	2	0
Pocillopora_acuta_HIv2___RNAseq.21243_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.21283_t	6	7	10	6	2	6	12	14	12	7	11	11	0	3	3	0	0	0
Pocillopora_acuta_HIv2___RNAseq.2136_t	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0
Pocillopora_acuta_HIv2___RNAseq.2137_t	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.21393_t	17	38	15	10	5	6	17	20	27	1	0	0	4	11	8	0	0	0
Pocillopora_acuta_HIv2___RNAseq.213_t	1	2	0	3	2	5	0	3	3	2	2	2	1	1	1	4	3	1
Pocillopora_acuta_HIv2___RNAseq.21400_t	2	0	1	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.21418_t	7	14	9	22	10	14	2	4	4	4	1	3	11	14	16	12	8	6
Pocillopora_acuta_HIv2___RNAseq.21443_t	93	83	78	158	120	145	78	56	59	85	89	62	26	28	36	34	41	14
Pocillopora_acuta_HIv2___RNAseq.21474_t	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Pocillopora_acuta_HIv2___RNAseq.21510_t	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.21521_t	3	0	0	0	0	2	1	0	0	2	1	3	2	0	1	1	0	2
Pocillopora_acuta_HIv2___RNAseq.2152_t	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
Pocillopora_acuta_HIv2___RNAseq.21540_t	11	7	13	10	6	10	9	9	15	6	4	5	4	9	6	6	6	2
Pocillopora_acuta_HIv2___RNAseq.21557_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.21670_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.21751_t	2	0	1	0	0	0	0	1	1	1	1	2	2	2	1	0	0	1
Pocillopora_acuta_HIv2___RNAseq.21871_t	8	8	11	18	10	14	17	7	13	6	8	3	12	10	9	7	12	9
Pocillopora_acuta_HIv2___RNAseq.21954_ta	14	14	14	29	16	15	14	9	18	4	7	3	2	12	4	9	7	4
Pocillopora_acuta_HIv2___RNAseq.21954_tb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.22067_t	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.22071_t	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.22092_t	2	1	1	4	1	3	2	2	2	1	0	0	0	2	2	3	1	4
Pocillopora_acuta_HIv2___RNAseq.22108_t	5	2	7	10	1	4	3	5	3	2	2	2	1	3	3	0	0	0
Pocillopora_acuta_HIv2___RNAseq.22132_t	5	2	3	7	2	5	0	2	1	4	2	0	2	0	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.22211_t	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.22237_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.22392_t	6	8	4	10	6	12	1	0	0	1	3	5	0	3	2	3	2	1
Pocillopora_acuta_HIv2___RNAseq.22520_t	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	3	0
Pocillopora_acuta_HIv2___RNAseq.22525_t	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.22529_t	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.22567_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.22574_t	0	0	0	0	0	1	4	2	2	0	0	0	1	0	1	2	0	0
Pocillopora_acuta_HIv2___RNAseq.22631_t	10	5	5	7	1	4	8	12	11	4	3	3	3	2	3	1	2	0
Pocillopora_acuta_HIv2___RNAseq.22648_t	15	16	11	14	11	13	0	0	3	1	3	2	23	19	32	11	27	7
Pocillopora_acuta_HIv2___RNAseq.22810_t	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.22820_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.22945_t	14	17	9	10	8	16	11	15	16	9	5	7	11	11	11	17	11	13
Pocillopora_acuta_HIv2___RNAseq.22954_t	2	2	0	5	4	4	4	2	2	2	5	1	1	1	2	1	3	0
Pocillopora_acuta_HIv2___RNAseq.23104_t	104	99	71	83	72	82	123	104	126	101	109	80	87	86	96	137	98	68
Pocillopora_acuta_HIv2___RNAseq.23152_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.23154_t	14	7	9	9	6	7	6	5	8	3	3	1	4	5	4	3	4	4
Pocillopora_acuta_HIv2___RNAseq.23174_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.23359_t	11	2	8	4	4	9	4	2	2	1	0	0	2	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.23419_t	27	14	12	29	18	14	18	13	24	15	16	14	13	10	16	25	25	14
Pocillopora_acuta_HIv2___RNAseq.23425_t	21	21	22	23	17	18	37	31	46	5	12	9	18	19	18	5	10	4
Pocillopora_acuta_HIv2___RNAseq.23432_t	0	1	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.23433_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.23576_t	0	1	2	2	0	0	1	1	0	0	0	2	1	0	0	1	0	0
Pocillopora_acuta_HIv2___RNAseq.23600_t	3	0	1	1	0	1	0	0	4	0	0	0	0	1	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.23676_t	2	0	0	0	0	0	13	9	9	9	6	1	2	7	4	2	2	2
Pocillopora_acuta_HIv2___RNAseq.23729_t	10	5	5	10	5	6	16	16	12	11	11	13	10	18	14	29	31	10
Pocillopora_acuta_HIv2___RNAseq.23877_t	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.23897_t	48	34	42	51	36	44	35	38	32	33	22	20	45	50	46	64	57	15
Pocillopora_acuta_HIv2___RNAseq.2393_t	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.23996_t	47	26	31	32	31	48	19	15	24	9	8	7	21	18	33	0	2	0
Pocillopora_acuta_HIv2___RNAseq.24013_t	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.24025_t	9	15	4	6	3	6	6	5	15	0	0	0	6	10	7	0	0	0
Pocillopora_acuta_HIv2___RNAseq.2402_t	3	1	2	0	3	0	1	4	0	0	0	0	1	1	1	0	1	0
Pocillopora_acuta_HIv2___RNAseq.24041_t	1	5	3	1	0	0	0	2	1	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.24075_t	5	4	2	4	6	5	4	1	2	1	2	1	2	1	3	9	1	2
Pocillopora_acuta_HIv2___RNAseq.24170_t	27	11	21	6	15	8	0	1	2	2	2	0	1	9	4	4	8	4
Pocillopora_acuta_HIv2___RNAseq.24210_t	8	6	6	5	0	2	4	2	7	4	2	0	5	7	4	9	3	2
Pocillopora_acuta_HIv2___RNAseq.24255_t	1	0	2	4	0	1	4	0	3	0	0	0	3	1	3	4	3	1
Pocillopora_acuta_HIv2___RNAseq.24256_t	32	22	23	9	9	15	37	27	30	8	8	15	71	69	118	60	38	31
Pocillopora_acuta_HIv2___RNAseq.24294_t	1	2	5	4	3	5	7	4	4	6	1	4	1	2	4	8	2	0
Pocillopora_acuta_HIv2___RNAseq.24319_t	16	24	12	33	22	29	18	23	22	18	12	14	17	21	16	25	21	14
Pocillopora_acuta_HIv2___RNAseq.24351_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.24369_t	2	2	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0
Pocillopora_acuta_HIv2___RNAseq.24379_t	20	9	6	22	11	12	22	19	18	12	11	9	5	7	6	4	4	4
Pocillopora_acuta_HIv2___RNAseq.24437_t	13	9	9	27	5	11	14	6	9	7	5	5	7	11	7	10	6	2
Pocillopora_acuta_HIv2___RNAseq.24446_t	29	20	20	17	18	16	8	5	7	6	3	4	3	4	8	4	6	1
Pocillopora_acuta_HIv2___RNAseq.24525_t	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.24607_t	2	4	4	4	0	1	3	0	5	3	2	1	1	1	2	1	1	0
Pocillopora_acuta_HIv2___RNAseq.24627_t	8	6	4	13	6	6	11	13	11	6	4	6	5	5	7	6	2	3
Pocillopora_acuta_HIv2___RNAseq.24666_t	20	8	13	24	11	13	18	23	25	20	17	12	9	9	23	21	12	6
Pocillopora_acuta_HIv2___RNAseq.2466_t	35	37	42	35	27	34	22	23	18	25	27	26	29	24	25	14	16	13
Pocillopora_acuta_HIv2___RNAseq.24673_t	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.24717_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.2472_t	2	1	1	2	0	0	0	0	3	0	3	1	0	0	0	0	1	1
Pocillopora_acuta_HIv2___RNAseq.2475_t	3	2	4	11	2	8	3	4	2	11	12	8	4	6	1	2	4	3
Pocillopora_acuta_HIv2___RNAseq.24779_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.24806_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.2480_t	13	18	17	60	23	41	15	23	23	12	18	17	11	12	18	30	26	34
Pocillopora_acuta_HIv2___RNAseq.24828_t	103	67	91	135	97	87	107	98	97	68	66	57	79	64	99	112	93	73
Pocillopora_acuta_HIv2___RNAseq.24886_t	20	21	18	30	11	12	7	5	8	3	4	2	6	7	5	10	7	5
Pocillopora_acuta_HIv2___RNAseq.25008_t	13	3	7	18	6	12	16	4	7	3	17	8	8	8	9	19	11	5
Pocillopora_acuta_HIv2___RNAseq.25023_t	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	0
Pocillopora_acuta_HIv2___RNAseq.25025_t	22	16	19	10	5	12	25	17	24	4	8	5	11	13	7	17	10	11
Pocillopora_acuta_HIv2___RNAseq.2502_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.2511_t	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.25122_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.25137_t	3	2	1	2	0	1	6	1	0	1	1	2	0	1	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.25216_t	9	9	11	13	9	11	25	15	32	6	10	4	12	16	11	4	14	4
Pocillopora_acuta_HIv2___RNAseq.25297_t	8	6	3	8	9	6	10	8	3	3	2	4	9	9	5	3	4	3
Pocillopora_acuta_HIv2___RNAseq.2533_t	16	9	4	7	10	12	4	3	5	3	0	1	2	0	2	1	0	0
Pocillopora_acuta_HIv2___RNAseq.25352_t	1	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	2	0
Pocillopora_acuta_HIv2___RNAseq.25384_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.25430_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.25433_t	0	1	1	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0
Pocillopora_acuta_HIv2___RNAseq.2545_t	16	11	8	3	8	15	12	11	10	21	29	23	17	7	8	6	10	15
Pocillopora_acuta_HIv2___RNAseq.25555_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.25576_t	9	7	6	6	3	9	5	6	6	0	0	1	3	4	2	0	4	1
Pocillopora_acuta_HIv2___RNAseq.25613_t	9	14	11	11	8	9	14	15	15	15	10	12	9	11	10	24	17	10
Pocillopora_acuta_HIv2___RNAseq.25668_t	2	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.25732_t	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.2585_t	27	12	16	21	7	19	8	11	16	12	12	11	13	10	14	26	25	14
Pocillopora_acuta_HIv2___RNAseq.25878_t	0	0	0	0	0	0	0	1	2	0	1	0	1	0	1	3	1	5
Pocillopora_acuta_HIv2___RNAseq.25881_t	0	1	0	0	0	1	0	1	0	0	0	0	2	4	0	13	21	4
Pocillopora_acuta_HIv2___RNAseq.25889_t	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.25906_t	1	1	0	0	0	0	2	0	1	0	0	1	0	0	2	0	0	0
Pocillopora_acuta_HIv2___RNAseq.25954_t	30	10	17	25	30	30	17	15	17	15	15	15	38	20	11	11	21	15
Pocillopora_acuta_HIv2___RNAseq.25955_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.2597_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.25993_t	1	1	1	3	2	0	5	1	0	2	0	0	1	1	0	1	1	0
Pocillopora_acuta_HIv2___RNAseq.26045_t	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.2604_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.26071_t	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.26080_t	4	2	0	1	0	3	5	1	2	0	3	1	1	2	1	2	1	0
Pocillopora_acuta_HIv2___RNAseq.26081_t	80	75	97	103	51	59	69	47	81	41	45	37	50	60	67	95	84	44
Pocillopora_acuta_HIv2___RNAseq.26082_t	18	12	15	15	11	5	27	14	27	7	15	7	15	16	22	20	19	16
Pocillopora_acuta_HIv2___RNAseq.26125_t	871	604	636	1497	950	1183	484	309	343	604	683	421	65	97	99	208	196	152
Pocillopora_acuta_HIv2___RNAseq.26126_t	22	14	19	40	18	33	3	8	5	7	7	4	1	1	3	10	4	0
Pocillopora_acuta_HIv2___RNAseq.26133_t	63	53	60	176	115	77	78	69	67	78	84	82	84	81	112	143	143	75
Pocillopora_acuta_HIv2___RNAseq.2613_t	137	113	106	179	100	124	115	126	111	68	80	67	88	95	94	86	56	59
Pocillopora_acuta_HIv2___RNAseq.26145_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.26186_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.2618_t	21	13	17	27	22	17	19	7	19	11	21	20	13	29	13	30	30	7
Pocillopora_acuta_HIv2___RNAseq.26221_t	63	38	45	59	46	48	33	35	33	33	23	25	26	29	29	18	29	15
Pocillopora_acuta_HIv2___RNAseq.2628_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.26309_t	2	6	2	3	3	0	6	2	6	0	2	0	4	4	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.26321_t	1	1	0	4	3	4	1	3	4	2	0	1	2	3	3	0	3	1
Pocillopora_acuta_HIv2___RNAseq.26328_t	17	7	4	9	8	7	10	10	12	5	3	1	6	4	3	3	2	0
Pocillopora_acuta_HIv2___RNAseq.26338_t	72	43	58	116	49	62	70	66	69	37	45	29	46	42	64	48	71	30
Pocillopora_acuta_HIv2___RNAseq.26339_t	67	21	38	19	12	7	10	32	4	0	0	1	1	7	2	1	1	1
Pocillopora_acuta_HIv2___RNAseq.26355_t	7	1	6	9	4	8	4	6	3	9	4	5	9	5	3	4	5	2
Pocillopora_acuta_HIv2___RNAseq.26356_t	8	2	5	6	7	7	4	2	5	6	2	0	1	5	8	1	1	1
Pocillopora_acuta_HIv2___RNAseq.26390_t	2	1	1	10	2	3	5	2	7	3	0	1	6	5	1	2	1	1
Pocillopora_acuta_HIv2___RNAseq.26419_t	90	74	133	122	70	52	51	34	60	15	12	18	40	48	44	24	30	13
Pocillopora_acuta_HIv2___RNAseq.26451_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.26490_t	10	14	10	7	7	9	12	5	11	7	9	6	6	9	7	7	8	4
Pocillopora_acuta_HIv2___RNAseq.26496_t	0	0	0	0	4	0	0	0	1	1	1	1	2	1	0	0	0	2
Pocillopora_acuta_HIv2___RNAseq.26498_t	0	0	2	1	1	1	0	0	1	0	0	0	2	0	0	1	2	0
Pocillopora_acuta_HIv2___RNAseq.26508_t	126	77	107	142	135	138	79	82	71	69	81	38	54	24	52	27	43	37
Pocillopora_acuta_HIv2___RNAseq.26550_t	1	0	0	0	1	1	1	1	0	1	0	1	0	0	3	0	0	0
Pocillopora_acuta_HIv2___RNAseq.26558_t	11	7	9	16	1	8	6	3	10	1	5	1	7	4	12	3	2	0
Pocillopora_acuta_HIv2___RNAseq.26564_t	48	41	24	71	40	56	38	30	35	15	19	11	21	18	25	13	10	6
Pocillopora_acuta_HIv2___RNAseq.26588_t	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.26630_ta	2	0	0	3	1	2	0	2	0	5	2	1	0	2	1	32	29	4
Pocillopora_acuta_HIv2___RNAseq.26630_tb	2	0	0	1	1	0	5	6	12	1	2	5	0	0	1	9	2	1
Pocillopora_acuta_HIv2___RNAseq.26642_t	1	0	1	0	0	1	5	8	11	4	3	2	2	0	1	1	2	2
Pocillopora_acuta_HIv2___RNAseq.26890_t	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.26910_t	10	8	10	10	4	6	2	3	3	1	2	1	1	0	5	2	0	0
Pocillopora_acuta_HIv2___RNAseq.26948_t	31	35	27	44	20	32	34	17	17	11	12	10	17	18	37	42	26	24
Pocillopora_acuta_HIv2___RNAseq.27007_t	0	0	0	0	0	0	2	1	1	0	0	0	1	3	1	1	0	2
Pocillopora_acuta_HIv2___RNAseq.27008_t	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.27257_t	6	3	6	4	5	4	6	7	7	5	5	4	7	7	6	0	2	1
Pocillopora_acuta_HIv2___RNAseq.27296_t	4	1	4	5	5	2	5	5	2	6	4	1	3	1	3	0	0	0
Pocillopora_acuta_HIv2___RNAseq.27513_t	15	10	16	18	14	16	19	19	18	13	15	8	20	18	26	30	18	12
Pocillopora_acuta_HIv2___RNAseq.27608_t	9	4	2	6	1	1	3	4	7	0	4	3	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.27691_t	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.27755_t	3	6	1	3	1	1	2	3	5	3	6	1	3	3	4	1	0	2
Pocillopora_acuta_HIv2___RNAseq.27798_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.27805_t	14	13	18	21	13	20	13	10	14	5	5	5	8	12	11	16	12	10
Pocillopora_acuta_HIv2___RNAseq.27817_t	12	8	6	10	4	7	0	1	0	0	2	0	1	4	5	3	2	0
Pocillopora_acuta_HIv2___RNAseq.27820_t	0	0	1	2	0	0	0	0	0	0	0	0	6	2	0	3	6	1
Pocillopora_acuta_HIv2___RNAseq.27895_t	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.27901_t	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.27948_t	19	25	11	14	7	13	25	23	22	3	7	2	7	14	16	6	5	1
Pocillopora_acuta_HIv2___RNAseq.2795_t	14	7	5	4	1	13	1	1	5	0	0	1	11	3	11	2	4	0
Pocillopora_acuta_HIv2___RNAseq.27995_t	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.2811_t	55	40	39	52	31	60	36	23	36	22	22	16	20	22	19	2	6	1
