	ECAH1	ECAH2	ECAH3	P2_a	P2_b	P2_c	ECG1	ECG2	ECG3	ORAPG1	ORAPG2	ORAPG3	P3_a	P3_b	P3_c
Pocillopora_acuta_HIv2___RNAseq.g30491.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30492.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30493.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30494.t1	14	18	10	1	9	9	12	9	8	10	2	4	19	8	13
Pocillopora_acuta_HIv2___RNAseq.g30495.t1	1	2	3	2	7	1	0	2	1	1	3	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30496.t1	11	6	4	1	6	12	10	10	10	9	19	18	2	4	6
Pocillopora_acuta_HIv2___RNAseq.g30497.t1	133	86	95	268	290	304	135	89	118	74	120	114	827	525	686
Pocillopora_acuta_HIv2___RNAseq.g30498.t1	8	6	1	0	0	0	9	10	3	5	4	9	1	1	1
Pocillopora_acuta_HIv2___RNAseq.g30499.t1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g305.t1a	0	0	0	0	1	1	2	1	1	1	0	1	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g305.t1b	27	22	24	13	14	17	39	29	50	27	21	35	67	39	67
Pocillopora_acuta_HIv2___RNAseq.g3050.t1	55	53	37	65	137	123	65	52	63	35	46	42	156	114	145
Pocillopora_acuta_HIv2___RNAseq.g30502.t1	2	0	0	1	1	2	7	2	2	0	1	1	9	2	6
Pocillopora_acuta_HIv2___RNAseq.g30503.t1	114	69	106	27	43	47	107	88	96	24	15	20	136	107	139
Pocillopora_acuta_HIv2___RNAseq.g30504.t1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30504.t1b	8	3	3	2	1	0	0	0	0	0	1	1	1	3	0
Pocillopora_acuta_HIv2___RNAseq.g30505.t1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30506.t1	3	0	5	2	1	0	0	1	0	2	1	1	17	12	13
Pocillopora_acuta_HIv2___RNAseq.g30507.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30508.t1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30509.t1	1	1	4	5	3	2	5	0	1	1	3	2	16	10	15
Pocillopora_acuta_HIv2___RNAseq.g3051.t1	246	145	210	201	447	410	199	170	198	128	150	150	757	454	554
Pocillopora_acuta_HIv2___RNAseq.g30510.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30511.t1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30511.t1b	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30512.t1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30513.t1	17	8	9	10	15	17	0	0	0	2	0	4	58	42	62
Pocillopora_acuta_HIv2___RNAseq.g30514.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30515.t1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30516.t1	0	0	0	6	9	11	1	0	0	1	1	2	5	8	7
Pocillopora_acuta_HIv2___RNAseq.g30517.t1	33	12	12	7	20	19	15	21	15	11	4	8	37	14	13
Pocillopora_acuta_HIv2___RNAseq.g3052.t1	0	2	1	2	2	1	0	0	0	0	1	0	2	1	2
Pocillopora_acuta_HIv2___RNAseq.g30520.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.g30521.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30522.t1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3
Pocillopora_acuta_HIv2___RNAseq.g30523.t1	0	0	0	1	9	1	0	0	0	6	6	4	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g30524.t1	0	0	0	1	1	4	0	0	0	2	3	1	0	0	1
Pocillopora_acuta_HIv2___RNAseq.g30525.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30527.t1	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30528.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30529.t1a	16	8	22	33	18	21	55	39	84	46	68	68	21	5	20
Pocillopora_acuta_HIv2___RNAseq.g30529.t1b	3	7	16	2	3	0	20	4	38	10	13	13	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g3053.t1	21	11	15	1	0	5	6	9	5	11	4	7	5	5	15
Pocillopora_acuta_HIv2___RNAseq.g30530.t1	2	2	1	1	2	0	4	5	17	3	4	6	1	0	2
Pocillopora_acuta_HIv2___RNAseq.g30531.t1	1	0	0	1	1	4	1	2	0	1	0	1	1	0	1
Pocillopora_acuta_HIv2___RNAseq.g30532.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30533.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30537.t1	3	1	3	4	5	5	1	0	0	0	0	0	1	1	3
Pocillopora_acuta_HIv2___RNAseq.g30540.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30541.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30542.t1	10	11	14	14	18	11	12	11	18	9	9	4	30	30	22
Pocillopora_acuta_HIv2___RNAseq.g30543.t1a	0	0	3	0	2	2	1	0	0	0	0	0	3	2	2
Pocillopora_acuta_HIv2___RNAseq.g30543.t1b	46	69	40	51	104	90	41	40	53	18	11	15	173	89	138
Pocillopora_acuta_HIv2___RNAseq.g30544.t1	0	1	0	0	4	0	0	0	1	0	0	2	2	0	1
Pocillopora_acuta_HIv2___RNAseq.g30545.t1	39	27	28	19	44	28	18	20	28	15	11	9	105	38	47
Pocillopora_acuta_HIv2___RNAseq.g30546.t1	15	22	16	7	8	7	15	15	11	5	3	7	23	9	11
Pocillopora_acuta_HIv2___RNAseq.g30547.t1	10	5	6	2	5	4	2	1	5	2	2	0	8	2	9
Pocillopora_acuta_HIv2___RNAseq.g30548.t1a	0	0	0	0	2	0	0	0	0	0	0	0	2	0	3
Pocillopora_acuta_HIv2___RNAseq.g30548.t1b	4	1	0	1	5	5	0	0	0	0	0	0	2	0	1
Pocillopora_acuta_HIv2___RNAseq.g30548.t1c	42	57	10	37	122	91	6	3	5	1	4	1	107	43	75
Pocillopora_acuta_HIv2___RNAseq.g30549.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g3055.t1	24	14	26	24	43	46	39	41	43	8	16	16	58	32	51
Pocillopora_acuta_HIv2___RNAseq.g30551.t1	2	3	2	0	0	0	0	1	3	1	1	0	2	2	0
Pocillopora_acuta_HIv2___RNAseq.g30552.t1	2	1	1	2	4	5	0	0	0	1	0	0	6	2	4
Pocillopora_acuta_HIv2___RNAseq.g30553.t1	50	37	35	16	38	33	44	35	43	17	31	27	61	27	39
Pocillopora_acuta_HIv2___RNAseq.g30554.t1	1	0	0	0	0	0	1	0	0	2	4	3	10	2	10
Pocillopora_acuta_HIv2___RNAseq.g30555.t1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3
Pocillopora_acuta_HIv2___RNAseq.g30557.t1	18	16	10	10	11	14	2	15	16	1	2	0	5	9	16
Pocillopora_acuta_HIv2___RNAseq.g30558.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30559.t1	64	32	52	106	153	102	87	75	96	90	104	115	253	178	319
Pocillopora_acuta_HIv2___RNAseq.g30560.t1	7	3	4	1	1	0	5	4	1	5	0	5	8	3	2
Pocillopora_acuta_HIv2___RNAseq.g30561.t1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30562.t1	397	345	312	357	403	309	433	402	389	483	447	448	635	492	689
Pocillopora_acuta_HIv2___RNAseq.g30563.t2	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30564.t1	2	0	0	0	0	0	2	0	2	1	2	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30565.t1	0	1	2	5	2	1	14	7	16	15	19	17	7	0	4
Pocillopora_acuta_HIv2___RNAseq.g30566.t1	31	37	62	8	4	9	381	236	273	116	171	161	119	67	66
Pocillopora_acuta_HIv2___RNAseq.g30567.t1	53	19	11	113	235	144	76	80	106	14	11	14	133	104	135
Pocillopora_acuta_HIv2___RNAseq.g30568.t1	1	0	1	0	0	3	0	0	0	0	0	1	1	2	1
Pocillopora_acuta_HIv2___RNAseq.g30569.t1	34	31	19	62	90	73	39	33	44	20	27	26	102	58	97
Pocillopora_acuta_HIv2___RNAseq.g3057.t1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30570.t1	70	60	55	96	153	106	70	48	37	68	53	69	145	110	167
Pocillopora_acuta_HIv2___RNAseq.g30571.t1	7	2	6	4	10	7	17	14	22	14	10	18	24	12	15
Pocillopora_acuta_HIv2___RNAseq.g30572.t1	2	0	0	0	1	2	0	1	1	1	0	0	1	0	1
Pocillopora_acuta_HIv2___RNAseq.g30573.t1	12	9	10	4	5	3	8	6	3	4	1	7	8	0	6
Pocillopora_acuta_HIv2___RNAseq.g30574.t1	10	14	8	6	7	3	8	10	11	5	6	8	5	1	4
Pocillopora_acuta_HIv2___RNAseq.g30575.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30576.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30578.t1a	0	0	0	0	3	3	2	2	2	2	0	2	2	2	3
Pocillopora_acuta_HIv2___RNAseq.g30578.t1b	2	2	5	0	6	1	0	1	0	0	0	1	2	1	1
Pocillopora_acuta_HIv2___RNAseq.g30579.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.g30580.t2a	15	17	14	9	21	13	1	0	1	0	0	0	11	10	10
Pocillopora_acuta_HIv2___RNAseq.g30580.t2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30580.t2c	0	0	0	1	2	3	0	0	0	0	0	0	2	0	1
Pocillopora_acuta_HIv2___RNAseq.g30580.t2d	29	14	17	10	45	32	0	1	0	0	0	0	31	12	17
Pocillopora_acuta_HIv2___RNAseq.g30580.t2e	16	7	12	2	3	3	0	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30581.t1	8	1	5	39	46	39	10	11	11	1	7	3	66	61	72
Pocillopora_acuta_HIv2___RNAseq.g30582.t1	3	6	5	2	3	4	5	5	3	8	4	5	24	10	11
Pocillopora_acuta_HIv2___RNAseq.g30583.t1	15	4	7	10	13	12	6	8	14	13	9	6	28	15	15
Pocillopora_acuta_HIv2___RNAseq.g30584.t1	40	28	20	22	45	37	10	8	13	18	26	26	86	40	44
Pocillopora_acuta_HIv2___RNAseq.g30585.t1	47	45	45	55	103	76	59	44	47	41	35	39	113	72	114
Pocillopora_acuta_HIv2___RNAseq.g30586.t1	112	74	63	268	319	331	78	81	89	103	124	121	772	526	733
Pocillopora_acuta_HIv2___RNAseq.g30588.t2	348	272	250	340	448	475	348	329	363	259	273	284	867	490	762
Pocillopora_acuta_HIv2___RNAseq.g30589.t1	25	10	16	58	94	78	24	26	15	26	31	19	97	57	89
Pocillopora_acuta_HIv2___RNAseq.g3059.t1	2	1	2	7	10	3	1	2	1	3	2	2	13	2	8
Pocillopora_acuta_HIv2___RNAseq.g30590.t1	37	35	28	26	63	41	28	25	20	14	15	17	50	30	58
Pocillopora_acuta_HIv2___RNAseq.g30591.t1	3	2	10	8	16	6	4	5	1	4	2	3	14	11	13
Pocillopora_acuta_HIv2___RNAseq.g30592.t1	17	20	13	4	9	8	17	12	12	7	5	9	14	2	10
Pocillopora_acuta_HIv2___RNAseq.g30593.t1	14	13	11	26	20	14	23	17	25	31	30	27	56	27	34
Pocillopora_acuta_HIv2___RNAseq.g30594.t1	56	44	48	55	80	57	50	31	73	40	38	51	101	63	85
Pocillopora_acuta_HIv2___RNAseq.g30595.t1	13	8	12	4	15	24	16	4	20	8	12	16	21	20	25
Pocillopora_acuta_HIv2___RNAseq.g30596.t1	30	27	15	11	14	17	17	10	21	16	13	13	27	17	27
Pocillopora_acuta_HIv2___RNAseq.g30597.t1	182	149	167	356	415	496	163	114	174	209	237	215	1004	604	777
Pocillopora_acuta_HIv2___RNAseq.g30598.t1	20	10	14	16	22	13	9	14	17	20	22	23	43	41	41
Pocillopora_acuta_HIv2___RNAseq.g306.t1	19	14	16	8	1	2	11	8	15	18	19	37	27	20	16
Pocillopora_acuta_HIv2___RNAseq.g3060.t1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.g30600.t1	5	3	5	1	0	1	0	1	2	2	1	2	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g30604.t1	9	18	5	15	16	18	4	2	8	3	3	5	37	19	35
Pocillopora_acuta_HIv2___RNAseq.g30605.t1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30606.t1	0	1	1	2	1	1	4	0	0	0	0	0	1	1	2
Pocillopora_acuta_HIv2___RNAseq.g30607.t1a	0	0	0	1	0	2	5	3	3	0	1	1	9	8	10
Pocillopora_acuta_HIv2___RNAseq.g30607.t1b	0	1	0	1	2	4	7	2	4	1	1	4	15	3	7
Pocillopora_acuta_HIv2___RNAseq.g30607.t1c	41	16	33	17	29	38	10	13	14	7	7	9	98	45	46
Pocillopora_acuta_HIv2___RNAseq.g30607.t1d	9	4	7	4	6	2	0	0	2	4	2	2	25	9	13
Pocillopora_acuta_HIv2___RNAseq.g30607.t1e	6	0	6	0	1	4	0	0	0	4	1	1	18	4	11
Pocillopora_acuta_HIv2___RNAseq.g30608.t1	3	3	2	3	6	9	0	0	1	1	1	4	4	3	6
Pocillopora_acuta_HIv2___RNAseq.g30609.t1	25	26	20	17	50	32	4	3	10	11	15	6	32	11	21
Pocillopora_acuta_HIv2___RNAseq.g3061.t1	0	0	0	5	0	0	1	0	0	1	1	1	5	4	8
Pocillopora_acuta_HIv2___RNAseq.g30610.t1	4	4	4	11	24	19	0	0	0	5	6	3	15	9	7
Pocillopora_acuta_HIv2___RNAseq.g30611.t1	0	2	0	2	9	6	0	1	1	2	3	1	20	6	10
Pocillopora_acuta_HIv2___RNAseq.g30612.t1a	3	4	4	0	0	0	0	0	0	2	1	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30612.t1b	4	6	6	1	1	2	1	0	1	1	0	1	1	0	2
Pocillopora_acuta_HIv2___RNAseq.g30612.t1c	1	2	0	0	0	0	0	0	0	0	2	1	2	1	0
Pocillopora_acuta_HIv2___RNAseq.g30613.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Pocillopora_acuta_HIv2___RNAseq.g30614.t1	2	0	0	0	0	0	0	1	1	0	0	0	0	1	1
Pocillopora_acuta_HIv2___RNAseq.g30615.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30616.t1	4	4	0	0	0	1	0	1	0	2	1	1	3	0	3
Pocillopora_acuta_HIv2___RNAseq.g30618.t1	1	0	3	0	2	4	2	2	0	0	1	0	3	2	3
Pocillopora_acuta_HIv2___RNAseq.g30619.t1	1	1	3	0	2	1	6	14	7	8	4	19	0	0	1
Pocillopora_acuta_HIv2___RNAseq.g3062.t3	56	62	56	30	37	40	61	60	47	50	55	67	100	68	78
Pocillopora_acuta_HIv2___RNAseq.g30621.t1	1	2	3	0	2	1	8	4	9	4	5	7	8	0	4
Pocillopora_acuta_HIv2___RNAseq.g30622.t1	3	6	3	4	9	5	2	1	3	3	2	3	5	3	4
Pocillopora_acuta_HIv2___RNAseq.g30624.t2a	3	5	3	13	26	37	8	12	10	6	4	5	46	22	31
Pocillopora_acuta_HIv2___RNAseq.g30624.t2b	3	2	4	2	2	5	11	5	9	4	7	5	17	5	10
Pocillopora_acuta_HIv2___RNAseq.g30626.t2	90	63	61	76	118	99	104	96	90	48	75	58	256	125	170
Pocillopora_acuta_HIv2___RNAseq.g30627.t1	129	105	98	84	130	100	135	119	121	127	94	104	199	126	170
Pocillopora_acuta_HIv2___RNAseq.g3063.t2	12	8	8	11	17	5	24	23	22	20	18	24	44	27	29
Pocillopora_acuta_HIv2___RNAseq.g30631.t1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30632.t1	16	8	14	1	6	3	14	22	27	13	11	12	25	10	8
Pocillopora_acuta_HIv2___RNAseq.g30633.t1	1742	1331	1240	1460	1791	1754	1850	1467	1568	1331	1420	1448	2087	1757	2216
Pocillopora_acuta_HIv2___RNAseq.g30634.t1	1	1	2	19	29	34	6	8	6	3	2	1	59	31	65
Pocillopora_acuta_HIv2___RNAseq.g30635.t1	12	12	14	2	4	4	11	6	7	9	11	13	13	6	10
Pocillopora_acuta_HIv2___RNAseq.g30636.t1	0	0	1	0	0	1	2	3	2	2	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30637.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30639.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g3064.t1	41	43	47	30	53	48	33	28	38	30	20	34	67	38	56
Pocillopora_acuta_HIv2___RNAseq.g30641.t1	2	1	0	0	0	0	0	0	0	0	1	1	0	0	2
Pocillopora_acuta_HIv2___RNAseq.g30642.t1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30643.t1	0	0	0	0	0	0	0	0	0	3	4	1	1	0	0
Pocillopora_acuta_HIv2___RNAseq.g30644.t1	12	9	11	0	5	2	20	16	17	14	12	13	12	10	10
Pocillopora_acuta_HIv2___RNAseq.g30645.t1	1	1	0	5	3	3	0	1	1	0	1	1	3	5	7
Pocillopora_acuta_HIv2___RNAseq.g30646.t1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30647.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30648.t1	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g3065.t1	5	0	4	3	3	2	2	1	0	4	4	3	16	3	9
Pocillopora_acuta_HIv2___RNAseq.g30650.t1	2	1	0	1	0	2	2	0	2	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30651.t1	3	3	2	0	0	0	0	0	0	0	0	2	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30652.t1	0	0	0	2	0	4	0	0	0	1	0	0	0	1	1
Pocillopora_acuta_HIv2___RNAseq.g30653.t1a	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30653.t1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30655.t1	4	1	2	5	5	3	0	2	1	1	0	1	2	1	3
Pocillopora_acuta_HIv2___RNAseq.g30656.t1	13	14	8	5	10	6	21	10	17	19	6	12	24	11	23
Pocillopora_acuta_HIv2___RNAseq.g30657.t1	5	1	3	3	6	2	11	8	11	1	2	5	12	5	1
Pocillopora_acuta_HIv2___RNAseq.g30658.t1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.g3066.t1	16	14	10	2	11	4	10	17	11	9	7	12	11	10	13
Pocillopora_acuta_HIv2___RNAseq.g30662.t1	17	22	16	20	24	26	23	18	13	6	8	8	62	35	31
Pocillopora_acuta_HIv2___RNAseq.g30663.t1	24	18	24	6	17	15	0	6	12	1	6	4	14	3	4
Pocillopora_acuta_HIv2___RNAseq.g30665.t1	1	2	0	0	0	0	1	0	0	2	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30666.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30667.t1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30668.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g3067.t1	10	10	4	23	38	22	11	10	13	6	7	7	30	24	41
Pocillopora_acuta_HIv2___RNAseq.g30670.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30671.t1	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30672.t2a	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30672.t2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30673.t1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2
Pocillopora_acuta_HIv2___RNAseq.g30674.t1	0	0	1	1	2	2	1	0	0	2	0	0	2	0	3
Pocillopora_acuta_HIv2___RNAseq.g30675.t1	18	23	19	10	9	21	7	8	12	5	4	3	21	8	14
Pocillopora_acuta_HIv2___RNAseq.g30676.t1	20	13	8	10	18	26	19	21	19	10	12	14	35	17	24
Pocillopora_acuta_HIv2___RNAseq.g30677.t1	67	48	42	32	35	33	32	28	45	36	48	58	69	32	58
Pocillopora_acuta_HIv2___RNAseq.g30678.t1	51	40	28	33	47	43	70	61	42	45	57	49	127	73	92
Pocillopora_acuta_HIv2___RNAseq.g30679.t1	8	3	4	1	4	1	1	1	2	0	5	4	4	4	5
Pocillopora_acuta_HIv2___RNAseq.g30680.t1	0	0	0	0	2	0	0	0	0	0	0	0	9	7	8
Pocillopora_acuta_HIv2___RNAseq.g30681.t1	26	16	16	48	84	78	28	22	33	21	25	19	187	110	154
Pocillopora_acuta_HIv2___RNAseq.g30682.t1	2	2	3	3	0	0	1	3	1	1	0	3	6	1	2
Pocillopora_acuta_HIv2___RNAseq.g30683.t1	15	14	13	25	55	54	9	6	13	9	14	18	89	42	76
Pocillopora_acuta_HIv2___RNAseq.g30684.t1	59	49	39	38	51	53	39	38	43	25	48	42	104	58	87
Pocillopora_acuta_HIv2___RNAseq.g30685.t1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30688.t1	2	2	1	0	0	0	0	1	1	1	1	2	1	0	0
Pocillopora_acuta_HIv2___RNAseq.g30689.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g3069.t1	4	3	3	0	0	0	4	1	1	1	1	2	4	1	2
Pocillopora_acuta_HIv2___RNAseq.g30690.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.g30691.t1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30694.t1	1	1	3	1	1	0	0	0	0	1	1	1	0	2	1
Pocillopora_acuta_HIv2___RNAseq.g30695.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30696.t1	1	0	2	0	0	2	0	2	2	1	1	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30697.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30698.t1	0	1	0	0	0	1	1	3	1	2	0	0	2	0	0
Pocillopora_acuta_HIv2___RNAseq.g30699.t1	3	2	1	3	4	4	14	14	16	0	0	0	9	2	8
Pocillopora_acuta_HIv2___RNAseq.g307.t1	126	81	94	368	471	470	93	88	106	97	105	98	842	439	683
Pocillopora_acuta_HIv2___RNAseq.g3070.t1	15	11	6	3	23	15	27	24	9	23	28	33	23	12	16
Pocillopora_acuta_HIv2___RNAseq.g30700.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30701.t1	0	0	2	0	2	1	1	1	1	0	0	0	3	3	1
Pocillopora_acuta_HIv2___RNAseq.g30702.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30703.t1	1	0	0	0	0	0	2	1	1	1	1	1	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g30704.t1	0	0	0	0	1	0	2	3	3	0	1	0	1	2	0
Pocillopora_acuta_HIv2___RNAseq.g30705.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30706.t1	0	0	1	0	3	1	1	1	3	1	0	1	4	2	0
Pocillopora_acuta_HIv2___RNAseq.g30707.t1	3	3	2	0	0	0	10	12	6	1	2	1	2	1	1
Pocillopora_acuta_HIv2___RNAseq.g30708.t1	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30709.t1	4	3	1	1	2	2	9	10	13	4	3	1	5	5	8
Pocillopora_acuta_HIv2___RNAseq.g3071.t1	9	3	4	2	10	20	10	3	7	16	11	27	20	8	5
Pocillopora_acuta_HIv2___RNAseq.g30710.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30711.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30712.t1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30713.t1	5	2	2	2	0	1	0	0	2	0	0	0	5	4	6
Pocillopora_acuta_HIv2___RNAseq.g30714.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g30717.t1	1	2	0	1	3	3	5	3	5	1	1	1	4	3	4
Pocillopora_acuta_HIv2___RNAseq.g30720.t1	30	18	26	14	19	19	100	78	69	86	95	96	19	8	10
Pocillopora_acuta_HIv2___RNAseq.g30723.t1	34	34	31	38	86	76	43	27	54	21	17	15	131	85	98
Pocillopora_acuta_HIv2___RNAseq.g30724.t1	58	42	50	19	32	48	43	36	45	18	38	40	103	66	77
Pocillopora_acuta_HIv2___RNAseq.g30725.t1	97	79	71	116	201	174	87	75	101	68	66	83	301	189	248
Pocillopora_acuta_HIv2___RNAseq.g30726.t1	11	6	5	9	23	12	11	2	6	2	4	4	20	14	18
Pocillopora_acuta_HIv2___RNAseq.g30727.t1	11	7	7	7	8	8	10	7	9	5	4	11	21	10	16
